SCHOOL_NAME,SCHOOL_TYPE,YEAR,LOCATION,ENROLMENT,PERCENT_ESL,PERCENT_SPECIAL_NEEDS,PERCENT_FRENCH_IMM,AVERAGE_EXAM_MARK,PERCENT_EXAMS_FAILED,PERCENT_GRAD,PERCENT_DELAYED,OVERALL
Claremont,Public,2019,Victoria,Gr 12 enrolment: 292,2.0,11.1,0.1,72.1,4.6,98.9,4.1,7.3
Esquimalt,Public,2015,Victoria,Gr 12 enrolment: 150,3.4,17.2,18.1,68.5,11.5,93.5,29.3,5.1
Esquimalt,Public,2016,Victoria,Gr 12 enrolment: 150,3.4,17.2,18.1,66.6,18,89.5,41.8,3.7
Esquimalt,Public,2017,Victoria,Gr 12 enrolment: 150,3.4,17.2,18.1,69.5,10.9,86.1,35.4,5.3
Esquimalt,Public,2018,Victoria,Gr 12 enrolment: 150,3.4,17.2,18.1,65.4,16.5,90.7,49.8,3
Esquimalt,Public,2019,Victoria,Gr 12 enrolment: 150,3.4,17.2,18.1,63.7,15.8,95.8,31.2,3.8
Glenlyon Norfolk,Independent,2015,Victoria,Gr 12 enrolment: 56,3.6,11.3,0.0,80.3,1.3,100,0,9.5
Glenlyon Norfolk,Independent,2016,Victoria,Gr 12 enrolment: 56,3.6,11.3,0.0,78.6,2.4,98.7,0.8,8.9
Glenlyon Norfolk,Independent,2017,Victoria,Gr 12 enrolment: 56,3.6,11.3,0.0,79.4,3,98.6,0,9.2
Glenlyon Norfolk,Independent,2018,Victoria,Gr 12 enrolment: 56,3.6,11.3,0.0,83.3,1.5,100,0,9.4
Glenlyon Norfolk,Independent,2019,Victoria,Gr 12 enrolment: 56,3.6,11.3,0.0,80,1.7,98.2,3.5,8.4
Lambrick Park,Public,2015,Victoria,Gr 12 enrolment: 181,2.3,12.1,0.0,68.1,10.6,88.2,23.8,4.3
Lambrick Park,Public,2016,Victoria,Gr 12 enrolment: 181,2.3,12.1,0.0,65.6,15.3,96.3,26.2,4.7
Lambrick Park,Public,2017,Victoria,Gr 12 enrolment: 181,2.3,12.1,0.0,63.9,15.4,98.2,20.9,4.8
Lambrick Park,Public,2018,Victoria,Gr 12 enrolment: 181,2.3,12.1,0.0,61.3,24,95.6,23.7,2.4
Lambrick Park,Public,2019,Victoria,Gr 12 enrolment: 181,2.3,12.1,0.0,61.9,20.5,90.8,21.4,1.9
Mount Douglas,Public,2015,Victoria,Gr 12 enrolment: 239,4.6,9.8,0.0,73.8,6.4,95.4,11.2,7
Mount Douglas,Public,2016,Victoria,Gr 12 enrolment: 239,4.6,9.8,0.0,72.7,7.8,91.4,21,6.1
Mount Douglas,Public,2017,Victoria,Gr 12 enrolment: 239,4.6,9.8,0.0,69.1,10.8,94.9,12.9,6.4
Mount Douglas,Public,2018,Victoria,Gr 12 enrolment: 239,4.6,9.8,0.0,68.3,12,97.9,6,6
Mount Douglas,Public,2019,Victoria,Gr 12 enrolment: 239,4.6,9.8,0.0,68.1,15.6,96.4,13.6,4.9
Oak Bay,Public,2015,Victoria,Gr 12 enrolment: 350,3.5,11.6,22.7,72.4,7,95.8,13.3,6.9
Oak Bay,Public,2016,Victoria,Gr 12 enrolment: 350,3.5,11.6,22.7,71.3,8,95.1,5.9,6.6
Oak Bay,Public,2017,Victoria,Gr 12 enrolment: 350,3.5,11.6,22.7,68,13.1,91.7,11.3,5.6
Oak Bay,Public,2018,Victoria,Gr 12 enrolment: 350,3.5,11.6,22.7,69.9,12.7,95.3,8.4,5.7
Oak Bay,Public,2019,Victoria,Gr 12 enrolment: 350,3.5,11.6,22.7,72.4,6.3,98.5,4.7,6.7
Pacific Christian,Independent,2015,Victoria,Gr 12 enrolment: 101,0.8,10.0,0.0,71.8,6.8,98.5,6.9,7
Pacific Christian,Independent,2016,Victoria,Gr 12 enrolment: 101,0.8,10.0,0.0,71.6,8.6,93.3,12,5.7
Pacific Christian,Independent,2017,Victoria,Gr 12 enrolment: 101,0.8,10.0,0.0,63.9,13.2,98.6,5.1,5.3
Pacific Christian,Independent,2018,Victoria,Gr 12 enrolment: 101,0.8,10.0,0.0,71.3,10.6,98.9,12.1,6.4
Pacific Christian,Independent,2019,Victoria,Gr 12 enrolment: 101,0.8,10.0,0.0,69.4,11,92.7,5.7,4.3
Reynolds,Public,2015,Victoria,Gr 12 enrolment: 288,9.2,11.2,25.4,68.5,10.7,95.5,10.9,5.7
Reynolds,Public,2016,Victoria,Gr 12 enrolment: 288,9.2,11.2,25.4,69,11.2,92.3,15.9,5.3
Reynolds,Public,2017,Victoria,Gr 12 enrolment: 288,9.2,11.2,25.4,67,11,94.9,11.4,6
Reynolds,Public,2018,Victoria,Gr 12 enrolment: 288,9.2,11.2,25.4,69,10.2,92.4,18.9,5.5
Reynolds,Public,2019,Victoria,Gr 12 enrolment: 288,9.2,11.2,25.4,67.5,14,97.3,10.4,5.2
Royal Bay,Public,2015,Victoria,Gr 12 enrolment: 273,2.2,13.9,0.0,n/a,n/a,n/a,n/a,n/a
Royal Bay,Public,2016,Victoria,Gr 12 enrolment: 273,2.2,13.9,0.0,66.1,13.9,90.9,18.8,5
Royal Bay,Public,2017,Victoria,Gr 12 enrolment: 273,2.2,13.9,0.0,59.4,25.2,94.1,11.6,2.8
Royal Bay,Public,2018,Victoria,Gr 12 enrolment: 273,2.2,13.9,0.0,64.3,14.6,93.7,13.6,3.7
Royal Bay,Public,2019,Victoria,Gr 12 enrolment: 273,2.2,13.9,0.0,63.5,14.4,96.7,12.7,4
Spectrum,Public,2015,Victoria,Gr 12 enrolment: 299,4.0,15.8,0.0,66.9,11.3,96.5,13.3,5.7
Spectrum,Public,2016,Victoria,Gr 12 enrolment: 299,4.0,15.8,0.0,67.1,12.9,89.8,25.9,4.7
Spectrum,Public,2017,Victoria,Gr 12 enrolment: 299,4.0,15.8,0.0,67.1,8.7,93.6,24.2,5.2
Spectrum,Public,2018,Victoria,Gr 12 enrolment: 299,4.0,15.8,0.0,67.1,13.9,93.8,24.9,4.6
Spectrum,Public,2019,Victoria,Gr 12 enrolment: 299,4.0,15.8,0.0,66.2,11.2,95.7,15.8,5.2
St Andrew’s,Independent,2015,Victoria,Gr 12 enrolment: 68,0.0,10.5,0.0,72.5,5.8,98.8,1.6,7.4
St Andrew’s,Independent,2016,Victoria,Gr 12 enrolment: 68,0.0,10.5,0.0,74.2,5.1,89.8,5.9,6.6
St Andrew’s,Independent,2017,Victoria,Gr 12 enrolment: 68,0.0,10.5,0.0,64.8,16.1,96.7,4,4.6
St Andrew’s,Independent,2018,Victoria,Gr 12 enrolment: 68,0.0,10.5,0.0,70.2,8.7,96.8,4,5.2
St Andrew’s,Independent,2019,Victoria,Gr 12 enrolment: 68,0.0,10.5,0.0,67,9.4,100,1.3,5.7
St Margaret’s,Independent,2015,Victoria,Gr 12 enrolment: 27,31.6,6.6,0.0,72.4,2.5,100,n/a,7.8
St Margaret’s,Independent,2016,Victoria,Gr 12 enrolment: 27,31.6,6.6,0.0,75.5,3.9,100,0,7.9
St Margaret’s,Independent,2017,Victoria,Gr 12 enrolment: 27,31.6,6.6,0.0,66.6,10,100,16.2,6.7
St Margaret’s,Independent,2018,Victoria,Gr 12 enrolment: 27,31.6,6.6,0.0,71.5,0,94.9,n/a,7.3
St Margaret’s,Independent,2019,Victoria,Gr 12 enrolment: 27,31.6,6.6,0.0,67.7,13.3,100,n/a,6.1
St Michaels,Independent,2015,Victoria,Gr 12 enrolment: 145,5.6,4.2,0.0,79.2,2.7,99.4,0.6,9
St Michaels,Independent,2016,Victoria,Gr 12 enrolment: 145,5.6,4.2,0.0,79.3,1.6,100,0,8.9
St Michaels,Independent,2017,Victoria,Gr 12 enrolment: 145,5.6,4.2,0.0,74.3,4,99.3,2.4,8.4
St Michaels,Independent,2018,Victoria,Gr 12 enrolment: 145,5.6,4.2,0.0,78.1,3.2,100,0,7.9
St Michaels,Independent,2019,Victoria,Gr 12 enrolment: 145,5.6,4.2,0.0,77.2,2.8,100,0,8.1
Victoria High,Public,2015,Victoria,Gr 12 enrolment: 207,10.8,15.5,14.5,64.4,16.7,94.7,33.2,3.7
Victoria High,Public,2016,Victoria,Gr 12 enrolment: 207,10.8,15.5,14.5,64.7,16.5,93.1,29.8,4.3
Victoria High,Public,2017,Victoria,Gr 12 enrolment: 207,10.8,15.5,14.5,63.4,20.8,92.8,24.1,4.2
Victoria High,Public,2018,Victoria,Gr 12 enrolment: 207,10.8,15.5,14.5,64.5,18.9,89.3,35.3,3.7
Victoria High,Public,2019,Victoria,Gr 12 enrolment: 207,10.8,15.5,14.5,63.9,16.7,96.1,25.4,4.1
Gulf Islands,Public,2015,Salt Spring Island,Gr 12 enrolment: 150,0.9,15.0,10.1,64.5,15.9,95.9,23.9,4.3
Gulf Islands,Public,2016,Salt Spring Island,Gr 12 enrolment: 150,0.9,15.0,10.1,65.6,17,85,32.4,3.3
Gulf Islands,Public,2017,Salt Spring Island,Gr 12 enrolment: 150,0.9,15.0,10.1,61.2,23.1,92.9,26.9,1.9
Gulf Islands,Public,2018,Salt Spring Island,Gr 12 enrolment: 150,0.9,15.0,10.1,69,10,92.8,22.5,4.2
Gulf Islands,Public,2019,Salt Spring Island,Gr 12 enrolment: 150,0.9,15.0,10.1,65.7,11.4,97.5,24.4,4.3
Cedar,Public,2015,Nanaimo,Gr 12 enrolment: 57,3.5,11.9,0.0,n/a,n/a,n/a,n/a,n/a
Cedar,Public,2016,Nanaimo,Gr 12 enrolment: 57,3.5,11.9,0.0,n/a,n/a,n/a,n/a,n/a
Cedar,Public,2017,Nanaimo,Gr 12 enrolment: 57,3.5,11.9,0.0,58.5,17.5,97.2,30,2.7
Cedar,Public,2018,Nanaimo,Gr 12 enrolment: 57,3.5,11.9,0.0,n/a,n/a,n/a,n/a,n/a
Cedar,Public,2019,Nanaimo,Gr 12 enrolment: 57,3.5,11.9,0.0,65.5,4.7,97.6,17.4,4.7
Dover Bay,Public,2015,Nanaimo,Gr 12 enrolment: 288,4.0,7.2,0.0,70.7,7.5,97.1,17.5,6.6
Dover Bay,Public,2016,Nanaimo,Gr 12 enrolment: 288,4.0,7.2,0.0,71.3,6.8,94.8,17.5,6.7
Dover Bay,Public,2017,Nanaimo,Gr 12 enrolment: 288,4.0,7.2,0.0,67.9,8,95.2,20.5,6.3
Dover Bay,Public,2018,Nanaimo,Gr 12 enrolment: 288,4.0,7.2,0.0,70.4,9.8,95.8,13.4,6.4
Dover Bay,Public,2019,Nanaimo,Gr 12 enrolment: 288,4.0,7.2,0.0,69.9,5.8,97,14.3,7
John Barsby,Public,2015,Nanaimo,Gr 12 enrolment: 121,4.2,13.0,0.0,59,23.4,90.5,35.2,1.9
John Barsby,Public,2016,Nanaimo,Gr 12 enrolment: 121,4.2,13.0,0.0,58.3,25.7,88.3,49.5,1.2
John Barsby,Public,2017,Nanaimo,Gr 12 enrolment: 121,4.2,13.0,0.0,57.5,23.1,85.9,37.9,1.3
John Barsby,Public,2018,Nanaimo,Gr 12 enrolment: 121,4.2,13.0,0.0,63.2,13.9,96.8,35,3.8
John Barsby,Public,2019,Nanaimo,Gr 12 enrolment: 121,4.2,13.0,0.0,65.2,9.3,98.9,33.4,4.9
Ladysmith,Public,2015,Ladysmith,Gr 12 enrolment: 124,1.8,10.6,3.5,65.4,11.1,97.3,19.2,5.2
Ladysmith,Public,2016,Ladysmith,Gr 12 enrolment: 124,1.8,10.6,3.5,62.4,18.5,97.4,18.7,4.1
Ladysmith,Public,2017,Ladysmith,Gr 12 enrolment: 124,1.8,10.6,3.5,66.1,7.1,95.8,12.3,6.1
Ladysmith,Public,2018,Ladysmith,Gr 12 enrolment: 124,1.8,10.6,3.5,64.4,20.6,96.7,11.8,4
Ladysmith,Public,2019,Ladysmith,Gr 12 enrolment: 124,1.8,10.6,3.5,66.3,7.8,99,12,4.5
Nanaimo Christian,Independent,2015,Nanaimo,Gr 12 enrolment: 35,0.0,8.9,0.0,67.3,13.4,100,9.4,5.3
Nanaimo Christian,Independent,2016,Nanaimo,Gr 12 enrolment: 35,0.0,8.9,0.0,59.9,28.4,100,15,1.9
Nanaimo Christian,Independent,2017,Nanaimo,Gr 12 enrolment: 35,0.0,8.9,0.0,n/a,n/a,n/a,n/a,n/a
Nanaimo Christian,Independent,2018,Nanaimo,Gr 12 enrolment: 35,0.0,8.9,0.0,n/a,n/a,n/a,n/a,n/a
Nanaimo Christian,Independent,2019,Nanaimo,Gr 12 enrolment: 35,0.0,8.9,0.0,74.5,3.2,100,3.2,8.3
Nanaimo District,Public,2015,Nanaimo,Gr 12 enrolment: 240,2.9,7.6,26.9,68.2,8.9,94.6,31.7,5.3
Nanaimo District,Public,2016,Nanaimo,Gr 12 enrolment: 240,2.9,7.6,26.9,67.2,13.2,96.6,22,5.5
Nanaimo District,Public,2017,Nanaimo,Gr 12 enrolment: 240,2.9,7.6,26.9,67.7,10.6,89.8,29.5,5.4
Nanaimo District,Public,2018,Nanaimo,Gr 12 enrolment: 240,2.9,7.6,26.9,70.3,8.5,89.9,28.1,5.3
Nanaimo District,Public,2019,Nanaimo,Gr 12 enrolment: 240,2.9,7.6,26.9,70.3,2.5,97.1,16.4,7.3
Wellington,Public,2015,Nanaimo,Gr 12 enrolment: 178,2.8,7.9,0.0,64,18.1,97.9,10.2,4.2
Wellington,Public,2016,Nanaimo,Gr 12 enrolment: 178,2.8,7.9,0.0,60.6,24,94.3,28.5,2.6
Wellington,Public,2017,Nanaimo,Gr 12 enrolment: 178,2.8,7.9,0.0,64.5,12.3,94.4,27.3,4.9
Wellington,Public,2018,Nanaimo,Gr 12 enrolment: 178,2.8,7.9,0.0,63.6,11.8,91.7,26.2,4.6
Wellington,Public,2019,Nanaimo,Gr 12 enrolment: 178,2.8,7.9,0.0,65.4,11,92.7,27.1,4.7
Brooks,Public,2015,Powell River,Gr 12 enrolment: 177,0.5,16.8,0.0,64.8,15.6,93.4,41.1,3.9
Brooks,Public,2016,Powell River,Gr 12 enrolment: 177,0.5,16.8,0.0,63.4,18.5,90.9,50.8,3
Brooks,Public,2017,Powell River,Gr 12 enrolment: 177,0.5,16.8,0.0,63.8,13.4,91.5,40.1,4.1
Brooks,Public,2018,Powell River,Gr 12 enrolment: 177,0.5,16.8,0.0,65.8,13.1,83.7,36.9,3.9
Brooks,Public,2019,Powell River,Gr 12 enrolment: 177,0.5,16.8,0.0,64.7,13.5,93.2,25.3,4.5
Ballenas,Public,2015,Parksville,Gr 12 enrolment: 175,1.9,14.7,9.7,65.4,13,93.8,32.9,4.3
Ballenas,Public,2016,Parksville,Gr 12 enrolment: 175,1.9,14.7,9.7,66.4,12.7,97.2,15.6,5.2
Ballenas,Public,2017,Parksville,Gr 12 enrolment: 175,1.9,14.7,9.7,64.4,11.7,95.7,22.1,5
Ballenas,Public,2018,Parksville,Gr 12 enrolment: 175,1.9,14.7,9.7,66.4,11.8,96.7,12,5.1
Ballenas,Public,2019,Parksville,Gr 12 enrolment: 175,1.9,14.7,9.7,67.8,9.1,97.7,11.4,4.9
Kwalikum,Public,2015,Qualicum Beach,Gr 12 enrolment: 108,0.6,11.7,0.0,67.1,12.3,100,15.3,5.4
Kwalikum,Public,2016,Qualicum Beach,Gr 12 enrolment: 108,0.6,11.7,0.0,67.9,13.8,98.4,8.2,6.1
Kwalikum,Public,2017,Qualicum Beach,Gr 12 enrolment: 108,0.6,11.7,0.0,66.4,8.5,95.5,21.6,5.7
Kwalikum,Public,2018,Qualicum Beach,Gr 12 enrolment: 108,0.6,11.7,0.0,65.8,15.2,97.3,19.2,4.9
Kwalikum,Public,2019,Qualicum Beach,Gr 12 enrolment: 108,0.6,11.7,0.0,68.3,6.1,100,9.4,7.2
Parkland,Public,2015,North Saanich,Gr 12 enrolment: 130,3.6,15.3,0.6,66.7,13.8,95.5,16.8,4.6
Parkland,Public,2016,North Saanich,Gr 12 enrolment: 130,3.6,15.3,0.6,67.3,13.8,93.1,23.9,4.8
Parkland,Public,2017,North Saanich,Gr 12 enrolment: 130,3.6,15.3,0.6,65.1,16.7,96.3,17.3,3.9
Parkland,Public,2018,North Saanich,Gr 12 enrolment: 130,3.6,15.3,0.6,65,10.3,92.4,17.5,4.7
Parkland,Public,2019,North Saanich,Gr 12 enrolment: 130,3.6,15.3,0.6,66.4,8.8,100,11.1,5.9
Stelly’s,Public,2015,Saanichton,Gr 12 enrolment: 191,1.2,11.6,26.2,69.6,11.5,93.8,20,5.3
Stelly’s,Public,2016,Saanichton,Gr 12 enrolment: 191,1.2,11.6,26.2,69.2,10.4,94.8,20.7,5.4
Stelly’s,Public,2017,Saanichton,Gr 12 enrolment: 191,1.2,11.6,26.2,67.1,11.5,93.4,22.9,5.3
Stelly’s,Public,2018,Saanichton,Gr 12 enrolment: 191,1.2,11.6,26.2,69,9.3,97.2,9.5,6
Stelly’s,Public,2019,Saanichton,Gr 12 enrolment: 191,1.2,11.6,26.2,70.4,7.4,97.7,4.4,6.3
Howe Sound,Public,2015,Squamish,Gr 12 enrolment: 146,0.3,7.5,12.3,66.6,12.6,98.8,3.8,5.8
Howe Sound,Public,2016,Squamish,Gr 12 enrolment: 146,0.3,7.5,12.3,66.2,13.5,97.2,6.7,5.6
Howe Sound,Public,2017,Squamish,Gr 12 enrolment: 146,0.3,7.5,12.3,65.6,15.5,99.4,1.6,5.9
Howe Sound,Public,2018,Squamish,Gr 12 enrolment: 146,0.3,7.5,12.3,71.6,11.1,96.7,3,6.8
Howe Sound,Public,2019,Squamish,Gr 12 enrolment: 146,0.3,7.5,12.3,68.7,7.4,98.7,0.2,7.1
Pemberton,Public,2015,Pemberton,Gr 12 enrolment: 45,7.2,15.9,31.0,67.4,10.9,94.9,19.1,5.4
Pemberton,Public,2016,Pemberton,Gr 12 enrolment: 45,7.2,15.9,31.0,69,11.1,100,13.3,7.1
Pemberton,Public,2017,Pemberton,Gr 12 enrolment: 45,7.2,15.9,31.0,64.3,14.8,98.3,6.7,4.9
Pemberton,Public,2018,Pemberton,Gr 12 enrolment: 45,7.2,15.9,31.0,68.9,10.9,89.7,29.4,4.8
Pemberton,Public,2019,Pemberton,Gr 12 enrolment: 45,7.2,15.9,31.0,75.9,0,100,14,7.7
Whistler,Public,2015,Whistler,Gr 12 enrolment: 89,4.6,9.6,23.8,73.4,5.2,95.8,7.8,6.5
Whistler,Public,2016,Whistler,Gr 12 enrolment: 89,4.6,9.6,23.8,75.1,4.7,100,0,7.5
Whistler,Public,2017,Whistler,Gr 12 enrolment: 89,4.6,9.6,23.8,65,7.7,100,0.4,5.7
Whistler,Public,2018,Whistler,Gr 12 enrolment: 89,4.6,9.6,23.8,73.8,2.9,100,4.6,7.6
Whistler,Public,2019,Whistler,Gr 12 enrolment: 89,4.6,9.6,23.8,71.1,4.3,98.9,6.2,7
Edward Milne,Public,2015,Sooke,Gr 12 enrolment: 153,4.4,18.8,9.3,63.9,15.3,93.3,24.5,4.8
Edward Milne,Public,2016,Sooke,Gr 12 enrolment: 153,4.4,18.8,9.3,63.4,18.3,94,25.8,4.1
Edward Milne,Public,2017,Sooke,Gr 12 enrolment: 153,4.4,18.8,9.3,59.9,24.2,91.4,26.9,3
Edward Milne,Public,2018,Sooke,Gr 12 enrolment: 153,4.4,18.8,9.3,65.1,15.3,97.7,21.5,5.1
Edward Milne,Public,2019,Sooke,Gr 12 enrolment: 153,4.4,18.8,9.3,61.7,16.8,98.4,18.8,4
Chatelech,Public,2015,Sechelt,Gr 12 enrolment: 81,2.2,24.4,0.0,67.6,9.8,100,6.8,6.5
Chatelech,Public,2016,Sechelt,Gr 12 enrolment: 81,2.2,24.4,0.0,67.2,14,100,6.9,6
Chatelech,Public,2017,Sechelt,Gr 12 enrolment: 81,2.2,24.4,0.0,65,6.6,97.7,7.1,6.7
Chatelech,Public,2018,Sechelt,Gr 12 enrolment: 81,2.2,24.4,0.0,69.5,4.7,98.8,17.4,6.1
Chatelech,Public,2019,Sechelt,Gr 12 enrolment: 81,2.2,24.4,0.0,68.7,5.3,94.8,8.7,5.8
Elphinstone,Public,2015,Gibsons,Gr 12 enrolment: 96,2.6,16.3,0.0,71,4.8,97.1,2.2,7.1
Elphinstone,Public,2016,Gibsons,Gr 12 enrolment: 96,2.6,16.3,0.0,70.3,6.4,100,0,7.6
Elphinstone,Public,2017,Gibsons,Gr 12 enrolment: 96,2.6,16.3,0.0,68.5,4.4,98.9,1.9,7.5
Elphinstone,Public,2018,Gibsons,Gr 12 enrolment: 96,2.6,16.3,0.0,67.8,11.8,98.9,5.3,6.1
Elphinstone,Public,2019,Gibsons,Gr 12 enrolment: 96,2.6,16.3,0.0,72,0,100,1.1,7.6
North Island,Public,2015,Port McNeill,Gr 12 enrolment: 57,13.7,25.0,0.0,61.3,19.4,96.4,17.9,4.3
North Island,Public,2016,Port McNeill,Gr 12 enrolment: 57,13.7,25.0,0.0,60.4,20.7,100,30.9,3.9
North Island,Public,2017,Port McNeill,Gr 12 enrolment: 57,13.7,25.0,0.0,63.4,7,100,30,6
North Island,Public,2018,Port McNeill,Gr 12 enrolment: 57,13.7,25.0,0.0,68.8,3.6,97.8,30.3,6.8
North Island,Public,2019,Port McNeill,Gr 12 enrolment: 57,13.7,25.0,0.0,69.5,2.9,100,20.1,6.6
Port Hardy,Public,2015,Port Hardy,Gr 12 enrolment: 45,11.0,27.6,0.0,60.2,21.3,81.1,42.4,1.7
Port Hardy,Public,2016,Port Hardy,Gr 12 enrolment: 45,11.0,27.6,0.0,60.2,23.9,90.5,32.2,2.7
Port Hardy,Public,2017,Port Hardy,Gr 12 enrolment: 45,11.0,27.6,0.0,59,21.9,100,39,2.5
Port Hardy,Public,2018,Port Hardy,Gr 12 enrolment: 45,11.0,27.6,0.0,61,25,90.6,44,0
Port Hardy,Public,2019,Port Hardy,Gr 12 enrolment: 45,11.0,27.6,0.0,59.4,24.2,91.2,35,0.7
Abbotsford,Public,2015,Abbotsford,Gr 12 enrolment: 272,4.1,12.2,0.0,65.6,14.1,95,12.6,5.3
Abbotsford,Public,2016,Abbotsford,Gr 12 enrolment: 272,4.1,12.2,0.0,66.1,10.9,94.6,19.6,5.5
Abbotsford,Public,2017,Abbotsford,Gr 12 enrolment: 272,4.1,12.2,0.0,64.7,12.7,94.9,18.8,5.3
Abbotsford,Public,2018,Abbotsford,Gr 12 enrolment: 272,4.1,12.2,0.0,66.4,10.6,97.1,14.4,5.9
Abbotsford,Public,2019,Abbotsford,Gr 12 enrolment: 272,4.1,12.2,0.0,64.9,13.5,95.1,13.3,5.4
Abbotsford Christian,Independent,2015,Abbotsford,Gr 12 enrolment: 84,0.0,11.2,0.0,73.6,6.3,98.7,4.8,7.3
Abbotsford Christian,Independent,2016,Abbotsford,Gr 12 enrolment: 84,0.0,11.2,0.0,72,6.1,96.1,5.4,6.4
Abbotsford Christian,Independent,2017,Abbotsford,Gr 12 enrolment: 84,0.0,11.2,0.0,71.9,4.5,98.6,3.7,7.1
Abbotsford Christian,Independent,2018,Abbotsford,Gr 12 enrolment: 84,0.0,11.2,0.0,70,5.5,97.3,4.8,6.3
Abbotsford Christian,Independent,2019,Abbotsford,Gr 12 enrolment: 84,0.0,11.2,0.0,72.1,1.4,100,0,8.2
Abbotsford Traditional,Public,2015,Abbotsford,Gr 12 enrolment: 105,2.7,3.7,0.0,69.1,4.5,97.1,6.5,6.6
Abbotsford Traditional,Public,2016,Abbotsford,Gr 12 enrolment: 105,2.7,3.7,0.0,67.7,9.2,97.3,6.8,6
Abbotsford Traditional,Public,2017,Abbotsford,Gr 12 enrolment: 105,2.7,3.7,0.0,67.8,6.8,98.1,6,6.6
Abbotsford Traditional,Public,2018,Abbotsford,Gr 12 enrolment: 105,2.7,3.7,0.0,69.3,5.7,92.3,8.9,6.3
Abbotsford Traditional,Public,2019,Abbotsford,Gr 12 enrolment: 105,2.7,3.7,0.0,64.5,7.8,98.1,2.7,5.4
Dasmesh Punjabi,Independent,2015,Abbotsford,Gr 12 enrolment: 30,0.0,1.2,0.0,74.6,4,100,0,7.7
Dasmesh Punjabi,Independent,2016,Abbotsford,Gr 12 enrolment: 30,0.0,1.2,0.0,73.6,2.7,100,4.3,7
Dasmesh Punjabi,Independent,2017,Abbotsford,Gr 12 enrolment: 30,0.0,1.2,0.0,n/a,n/a,n/a,n/a,n/a
Dasmesh Punjabi,Independent,2018,Abbotsford,Gr 12 enrolment: 30,0.0,1.2,0.0,75.5,3.1,100,0,7.7
Dasmesh Punjabi,Independent,2019,Abbotsford,Gr 12 enrolment: 30,0.0,1.2,0.0,75.6,0,100,2.3,8.6
MEI,Independent,2015,Abbotsford,Gr 12 enrolment: 135,0.0,6.6,0.0,73.8,4.1,99.3,2.6,7.3
MEI,Independent,2016,Abbotsford,Gr 12 enrolment: 135,0.0,6.6,0.0,74.3,3.6,98.6,3.1,8
MEI,Independent,2017,Abbotsford,Gr 12 enrolment: 135,0.0,6.6,0.0,73.2,4.6,99.2,3.2,7.7
MEI,Independent,2018,Abbotsford,Gr 12 enrolment: 135,0.0,6.6,0.0,70.7,7.9,97.8,7.1,6.6
MEI,Independent,2019,Abbotsford,Gr 12 enrolment: 135,0.0,6.6,0.0,67.8,6,97.7,3,6
Rick Hansen,Public,2015,Abbotsford,Gr 12 enrolment: 163,8.7,11.5,0.0,69.6,6.2,95.1,14.6,6.3
Rick Hansen,Public,2016,Abbotsford,Gr 12 enrolment: 163,8.7,11.5,0.0,64.7,14.9,96.9,12.4,4.8
Rick Hansen,Public,2017,Abbotsford,Gr 12 enrolment: 163,8.7,11.5,0.0,62.8,14.6,97.2,12.3,4.6
Rick Hansen,Public,2018,Abbotsford,Gr 12 enrolment: 163,8.7,11.5,0.0,66.6,8,97.6,11.1,5.7
Rick Hansen,Public,2019,Abbotsford,Gr 12 enrolment: 163,8.7,11.5,0.0,65.8,5.8,98.6,11.7,5.8
Robert Bateman,Public,2015,Abbotsford,Gr 12 enrolment: 269,0.3,14.6,0.0,68.6,9.5,94.5,19.6,5.7
Robert Bateman,Public,2016,Abbotsford,Gr 12 enrolment: 269,0.3,14.6,0.0,67.5,12.3,93.1,20.1,5.6
Robert Bateman,Public,2017,Abbotsford,Gr 12 enrolment: 269,0.3,14.6,0.0,67.9,9.2,96.2,19.1,6.6
Robert Bateman,Public,2018,Abbotsford,Gr 12 enrolment: 269,0.3,14.6,0.0,69.3,10.6,97.4,9.5,6.9
Robert Bateman,Public,2019,Abbotsford,Gr 12 enrolment: 269,0.3,14.6,0.0,70.6,4.4,98.6,13.1,7.3
St John Brebeuf,Independent,2015,Abbotsford,Gr 12 enrolment: 73,18.3,10.2,0.0,69.6,10.7,95.3,5.5,5
St John Brebeuf,Independent,2016,Abbotsford,Gr 12 enrolment: 73,18.3,10.2,0.0,67.6,16.5,98.6,3.1,4.1
St John Brebeuf,Independent,2017,Abbotsford,Gr 12 enrolment: 73,18.3,10.2,0.0,63.8,23.7,98.9,4.4,3.5
St John Brebeuf,Independent,2018,Abbotsford,Gr 12 enrolment: 73,18.3,10.2,0.0,67.3,19.4,94.6,5.8,3.3
St John Brebeuf,Independent,2019,Abbotsford,Gr 12 enrolment: 73,18.3,10.2,0.0,68.5,14.5,97,12.6,4.7
W J Mouat,Public,2015,Abbotsford,Gr 12 enrolment: 379,4.6,10.7,26.1,69.4,8.3,95.3,12.6,6.2
W J Mouat,Public,2016,Abbotsford,Gr 12 enrolment: 379,4.6,10.7,26.1,68.8,10.7,93.9,15.7,6
W J Mouat,Public,2017,Abbotsford,Gr 12 enrolment: 379,4.6,10.7,26.1,67.1,7.3,97.8,11.8,6.8
W J Mouat,Public,2018,Abbotsford,Gr 12 enrolment: 379,4.6,10.7,26.1,70.7,5.5,96.6,10,7.2
